,scanindex,rettime,mz,intensity,organism,isotope,condition,isotopomer,exp_id
53,499,3.724,435.2948,178,RLUS1353,13,ACE-1,M2,EXAMPLE_9
57,499,3.724,451.2969,226,RLUS1353,13,ACE-1,M2,EXAMPLE_10
58,499,3.724,452.3047,804,RLUS1353,13,ACE-1,M2,EXAMPLE_3
59,499,3.724,453.3115,770,RLUS1353,13,ACE-1,M3,EXAMPLE_3
60,499,3.724,454.3154,347,RLUS1353,13,ACE-1,M4,EXAMPLE_3
61,499,3.724,455.3203,527,RLUS1353,13,ACE-1,M5,EXAMPLE_3
62,499,3.724,456.318,113,RLUS1353,13,ACE-1,M6,EXAMPLE_3
63,499,3.724,457.3276,123,RLUS1353,13,ACE-1,M7,EXAMPLE_3
65,499,3.724,468.3007,323,RLUS1353,13,ACE-1,M2,EXAMPLE_11
66,499,3.724,469.3098,276,RLUS1353,13,ACE-1,M1,EXAMPLE_4
67,500,3.732,432.2392,136,RLUS1353,13,ACE-1,M0,EXAMPLE_1
68,500,3.732,432.2918,104,RLUS1353,13,ACE-1,M0,EXAMPLE_6
70,500,3.732,434.2936,103,RLUS1353,13,ACE-1,M2,EXAMPLE_6
72,500,3.732,435.2998,134,RLUS1353,13,ACE-1,M3,EXAMPLE_6
76,500,3.732,450.2991,472,RLUS1353,13,ACE-1,M0,EXAMPLE_3
77,500,3.732,451.3032,754,RLUS1353,13,ACE-1,M1,EXAMPLE_3
78,500,3.732,452.3064,1087,RLUS1353,13,ACE-1,M2,EXAMPLE_3
79,500,3.732,453.3118,1169,RLUS1353,13,ACE-1,M3,EXAMPLE_3
80,500,3.732,454.3168,1040,RLUS1353,13,ACE-1,M4,EXAMPLE_3
81,500,3.732,455.3206,916,RLUS1353,13,ACE-1,M5,EXAMPLE_3
82,500,3.732,456.3248,377,RLUS1353,13,ACE-1,M6,EXAMPLE_3
87,500,3.732,468.3122,201,RLUS1353,13,ACE-1,M0,EXAMPLE_4
88,500,3.732,469.3184,363,RLUS1353,13,ACE-1,M1,EXAMPLE_4
89,501,3.739,432.2384,402,RLUS1353,13,ACE-1,M0,EXAMPLE_1
91,501,3.739,434.2967,645,RLUS1353,13,ACE-1,M2,EXAMPLE_6
93,501,3.739,435.2983,476,RLUS1353,13,ACE-1,M3,EXAMPLE_6
95,501,3.739,436.3043,374,RLUS1353,13,ACE-1,M4,EXAMPLE_6
97,501,3.739,437.3097,315,RLUS1353,13,ACE-1,M5,EXAMPLE_6
98,501,3.739,438.3102,175,RLUS1353,13,ACE-1,M6,EXAMPLE_6
99,501,3.739,450.2976,1222,RLUS1353,13,ACE-1,M0,EXAMPLE_3
100,501,3.739,451.3048,3824,RLUS1353,13,ACE-1,M1,EXAMPLE_3
101,501,3.739,452.3083,4816,RLUS1353,13,ACE-1,M2,EXAMPLE_3
102,501,3.739,453.3098,5525,RLUS1353,13,ACE-1,M3,EXAMPLE_3
103,501,3.739,454.316,3846,RLUS1353,13,ACE-1,M4,EXAMPLE_3
105,501,3.739,455.3195,3165,RLUS1353,13,ACE-1,M5,EXAMPLE_3
106,501,3.739,456.3206,1431,RLUS1353,13,ACE-1,M6,EXAMPLE_3
108,501,3.739,457.3226,294,RLUS1353,13,ACE-1,M7,EXAMPLE_3
110,501,3.739,458.3285,148,RLUS1353,13,ACE-1,M8,EXAMPLE_3
112,501,3.739,468.3044,541,RLUS1353,13,ACE-1,M2,EXAMPLE_11
113,501,3.739,469.3131,1637,RLUS1353,13,ACE-1,M1,EXAMPLE_4
114,502,3.746,432.2366,486,RLUS1353,13,ACE-1,M0,EXAMPLE_1
116,502,3.746,433.2934,1225,RLUS1353,13,ACE-1,M1,EXAMPLE_6
117,502,3.746,434.2984,1437,RLUS1353,13,ACE-1,M2,EXAMPLE_6
119,502,3.746,435.299,1631,RLUS1353,13,ACE-1,M3,EXAMPLE_6
122,502,3.746,436.3032,1324,RLUS1353,13,ACE-1,M4,EXAMPLE_6
124,502,3.746,437.3076,737,RLUS1353,13,ACE-1,M5,EXAMPLE_6
128,502,3.746,439.3136,137,RLUS1353,13,ACE-1,M7,EXAMPLE_6
129,502,3.746,450.2978,4460,RLUS1353,13,ACE-1,M0,EXAMPLE_3
130,502,3.746,451.3052,9745,RLUS1353,13,ACE-1,M1,EXAMPLE_3
131,502,3.746,452.3076,15532,RLUS1353,13,ACE-1,M2,EXAMPLE_3
133,502,3.746,453.311,15148,RLUS1353,13,ACE-1,M3,EXAMPLE_3
134,502,3.746,454.3139,12263,RLUS1353,13,ACE-1,M4,EXAMPLE_3
135,502,3.746,455.3187,8938,RLUS1353,13,ACE-1,M5,EXAMPLE_3
136,502,3.746,456.3209,3838,RLUS1353,13,ACE-1,M6,EXAMPLE_3
138,502,3.746,457.3252,1878,RLUS1353,13,ACE-1,M7,EXAMPLE_3
140,502,3.746,458.3278,470,RLUS1353,13,ACE-1,M8,EXAMPLE_3
143,502,3.746,467.2961,326,RLUS1353,13,ACE-1,M1,EXAMPLE_11
144,502,3.746,468.3094,1998,RLUS1353,13,ACE-1,M0,EXAMPLE_4
146,502,3.746,469.3141,4081,RLUS1353,13,ACE-1,M1,EXAMPLE_4
147,503,3.753,432.2388,389,RLUS1353,13,ACE-1,M0,EXAMPLE_1
148,503,3.753,432.2906,630,RLUS1353,13,ACE-1,M0,EXAMPLE_6
149,503,3.753,433.2448,205,RLUS1353,13,ACE-1,M1,EXAMPLE_1
150,503,3.753,433.2943,2421,RLUS1353,13,ACE-1,M1,EXAMPLE_6
151,503,3.753,434.2981,3177,RLUS1353,13,ACE-1,M2,EXAMPLE_6
153,503,3.753,435.2996,3660,RLUS1353,13,ACE-1,M3,EXAMPLE_6
155,503,3.753,436.3038,2462,RLUS1353,13,ACE-1,M4,EXAMPLE_6
158,503,3.753,437.305,1909,RLUS1353,13,ACE-1,M5,EXAMPLE_6
160,503,3.753,438.3064,683,RLUS1353,13,ACE-1,M6,EXAMPLE_6
161,503,3.753,439.317,480,RLUS1353,13,ACE-1,M7,EXAMPLE_6
162,503,3.753,440.32,211,RLUS1353,13,ACE-1,M8,EXAMPLE_6
165,503,3.753,449.2914,166,RLUS1353,13,ACE-1,M0,EXAMPLE_10
166,503,3.753,450.299,6238,RLUS1353,13,ACE-1,M0,EXAMPLE_3
167,503,3.753,451.3036,17222,RLUS1353,13,ACE-1,M1,EXAMPLE_3
168,503,3.753,452.308,24064,RLUS1353,13,ACE-1,M2,EXAMPLE_3
170,503,3.753,453.3114,25177,RLUS1353,13,ACE-1,M3,EXAMPLE_3
171,503,3.753,454.3141,20934,RLUS1353,13,ACE-1,M4,EXAMPLE_3
172,503,3.753,455.3178,14337,RLUS1353,13,ACE-1,M5,EXAMPLE_3
173,503,3.753,456.322,7161,RLUS1353,13,ACE-1,M6,EXAMPLE_3
174,503,3.753,457.3272,3446,RLUS1353,13,ACE-1,M7,EXAMPLE_3
175,503,3.753,458.3296,1452,RLUS1353,13,ACE-1,M8,EXAMPLE_3
176,503,3.753,459.3331,242,RLUS1353,13,ACE-1,M9,EXAMPLE_3
180,503,3.753,468.3076,2433,RLUS1353,13,ACE-1,M0,EXAMPLE_4
181,503,3.753,469.3145,5256,RLUS1353,13,ACE-1,M1,EXAMPLE_4
182,504,3.76,432.24,336,RLUS1353,13,ACE-1,M0,EXAMPLE_1
183,504,3.76,432.2859,572,RLUS1353,13,ACE-1,M0,EXAMPLE_6
184,504,3.76,433.2934,1596,RLUS1353,13,ACE-1,M1,EXAMPLE_6
185,504,3.76,434.2954,1990,RLUS1353,13,ACE-1,M2,EXAMPLE_6
187,504,3.76,435.2986,1798,RLUS1353,13,ACE-1,M3,EXAMPLE_6
189,504,3.76,436.3035,2338,RLUS1353,13,ACE-1,M4,EXAMPLE_6
192,504,3.76,437.3056,1155,RLUS1353,13,ACE-1,M5,EXAMPLE_6
194,504,3.76,438.3101,664,RLUS1353,13,ACE-1,M6,EXAMPLE_6
196,504,3.76,439.3083,209,RLUS1353,13,ACE-1,M6,EXAMPLE_9
197,504,3.76,440.3146,230,RLUS1353,13,ACE-1,M8,EXAMPLE_6
199,504,3.76,450.3012,5522,RLUS1353,13,ACE-1,M0,EXAMPLE_3
200,504,3.76,451.3038,14271,RLUS1353,13,ACE-1,M1,EXAMPLE_3
201,504,3.76,452.3078,22254,RLUS1353,13,ACE-1,M2,EXAMPLE_3
202,504,3.76,453.3113,22870,RLUS1353,13,ACE-1,M3,EXAMPLE_3
203,504,3.76,454.3134,17002,RLUS1353,13,ACE-1,M4,EXAMPLE_3
204,504,3.76,455.3172,11905,RLUS1353,13,ACE-1,M5,EXAMPLE_3
205,504,3.76,456.3207,6367,RLUS1353,13,ACE-1,M6,EXAMPLE_3
207,504,3.76,457.3261,2958,RLUS1353,13,ACE-1,M7,EXAMPLE_3
208,504,3.76,458.3274,1420,RLUS1353,13,ACE-1,M8,EXAMPLE_3
209,504,3.76,459.3312,343,RLUS1353,13,ACE-1,M9,EXAMPLE_3
212,504,3.76,467.3002,281,RLUS1353,13,ACE-1,M1,EXAMPLE_11
213,504,3.76,468.3088,2695,RLUS1353,13,ACE-1,M0,EXAMPLE_4
214,504,3.76,469.3127,5342,RLUS1353,13,ACE-1,M1,EXAMPLE_4
217,505,3.767,433.2948,856,RLUS1353,13,ACE-1,M1,EXAMPLE_6
218,505,3.767,434.2972,1543,RLUS1353,13,ACE-1,M2,EXAMPLE_6
220,505,3.767,435.3008,1415,RLUS1353,13,ACE-1,M3,EXAMPLE_6
222,505,3.767,436.305,1331,RLUS1353,13,ACE-1,M4,EXAMPLE_6
225,505,3.767,437.3082,1003,RLUS1353,13,ACE-1,M5,EXAMPLE_6
226,505,3.767,438.312,437,RLUS1353,13,ACE-1,M6,EXAMPLE_6
228,505,3.767,439.3119,173,RLUS1353,13,ACE-1,M7,EXAMPLE_6
229,505,3.767,440.3192,138,RLUS1353,13,ACE-1,M8,EXAMPLE_6
230,505,3.767,449.2834,162,RLUS1353,13,ACE-1,M0,EXAMPLE_10
231,505,3.767,450.3,3930,RLUS1353,13,ACE-1,M0,EXAMPLE_3
232,505,3.767,451.3044,9365,RLUS1353,13,ACE-1,M1,EXAMPLE_3
233,505,3.767,452.308,13808,RLUS1353,13,ACE-1,M2,EXAMPLE_3
234,505,3.767,453.3108,14545,RLUS1353,13,ACE-1,M3,EXAMPLE_3
235,505,3.767,454.315,10325,RLUS1353,13,ACE-1,M4,EXAMPLE_3
236,505,3.767,455.3184,8176,RLUS1353,13,ACE-1,M5,EXAMPLE_3
237,505,3.767,456.3226,4306,RLUS1353,13,ACE-1,M6,EXAMPLE_3
238,505,3.767,457.3254,1601,RLUS1353,13,ACE-1,M7,EXAMPLE_3
241,505,3.767,458.332,496,RLUS1353,13,ACE-1,M7,EXAMPLE_7
245,505,3.767,468.3092,1678,RLUS1353,13,ACE-1,M0,EXAMPLE_4
247,505,3.767,469.3137,3219,RLUS1353,13,ACE-1,M1,EXAMPLE_4
250,506,3.774,433.2968,429,RLUS1353,13,ACE-1,M1,EXAMPLE_6
251,506,3.774,434.3004,561,RLUS1353,13,ACE-1,M2,EXAMPLE_6
253,506,3.774,435.2996,721,RLUS1353,13,ACE-1,M3,EXAMPLE_6
255,506,3.774,436.3036,789,RLUS1353,13,ACE-1,M4,EXAMPLE_6
257,506,3.774,437.305,471,RLUS1353,13,ACE-1,M5,EXAMPLE_6
259,506,3.774,450.3,1509,RLUS1353,13,ACE-1,M0,EXAMPLE_3
260,506,3.774,451.3062,4618,RLUS1353,13,ACE-1,M1,EXAMPLE_3
261,506,3.774,452.308,6211,RLUS1353,13,ACE-1,M2,EXAMPLE_3
262,506,3.774,453.3112,7149,RLUS1353,13,ACE-1,M3,EXAMPLE_3
263,506,3.774,454.3138,6069,RLUS1353,13,ACE-1,M4,EXAMPLE_3
264,506,3.774,455.3164,2897,RLUS1353,13,ACE-1,M5,EXAMPLE_3
265,506,3.774,456.319,1886,RLUS1353,13,ACE-1,M6,EXAMPLE_3
266,506,3.774,457.3262,857,RLUS1353,13,ACE-1,M7,EXAMPLE_3
267,506,3.774,458.3281,187,RLUS1353,13,ACE-1,M8,EXAMPLE_3
269,506,3.774,467.2958,237,RLUS1353,13,ACE-1,M1,EXAMPLE_11
270,506,3.774,468.3137,1103,RLUS1353,13,ACE-1,M0,EXAMPLE_4
271,506,3.774,469.3172,1875,RLUS1353,13,ACE-1,M1,EXAMPLE_4
273,507,3.782,432.2902,132,RLUS1353,13,ACE-1,M0,EXAMPLE_6
274,507,3.782,433.2956,192,RLUS1353,13,ACE-1,M1,EXAMPLE_6
275,507,3.782,434.2959,384,RLUS1353,13,ACE-1,M2,EXAMPLE_6
278,507,3.782,435.2987,167,RLUS1353,13,ACE-1,M3,EXAMPLE_6
280,507,3.782,436.2998,307,RLUS1353,13,ACE-1,M4,EXAMPLE_6
282,507,3.782,437.309,267,RLUS1353,13,ACE-1,M5,EXAMPLE_6
283,507,3.782,438.3133,105,RLUS1353,13,ACE-1,M6,EXAMPLE_6
284,507,3.782,450.3008,743,RLUS1353,13,ACE-1,M0,EXAMPLE_3
285,507,3.782,451.3059,2279,RLUS1353,13,ACE-1,M1,EXAMPLE_3
286,507,3.782,452.3068,3975,RLUS1353,13,ACE-1,M2,EXAMPLE_3
287,507,3.782,453.3126,4056,RLUS1353,13,ACE-1,M3,EXAMPLE_3
288,507,3.782,454.314,2623,RLUS1353,13,ACE-1,M4,EXAMPLE_3
289,507,3.782,455.3167,1653,RLUS1353,13,ACE-1,M5,EXAMPLE_3
290,507,3.782,456.3206,907,RLUS1353,13,ACE-1,M6,EXAMPLE_3
291,507,3.782,457.3256,606,RLUS1353,13,ACE-1,M7,EXAMPLE_3
292,507,3.782,458.3276,113,RLUS1353,13,ACE-1,M8,EXAMPLE_3
294,507,3.782,468.3088,801,RLUS1353,13,ACE-1,M0,EXAMPLE_4
296,508,3.789,432.2366,119,RLUS1353,13,ACE-1,M0,EXAMPLE_1
298,508,3.789,435.302,190,RLUS1353,13,ACE-1,M3,EXAMPLE_6
300,508,3.789,436.3002,248,RLUS1353,13,ACE-1,M4,EXAMPLE_6
303,508,3.789,450.3038,737,RLUS1353,13,ACE-1,M0,EXAMPLE_3
305,508,3.789,451.3025,1403,RLUS1353,13,ACE-1,M1,EXAMPLE_3
306,508,3.789,452.3076,2403,RLUS1353,13,ACE-1,M2,EXAMPLE_3
307,508,3.789,453.3114,2432,RLUS1353,13,ACE-1,M3,EXAMPLE_3
308,508,3.789,454.315,2554,RLUS1353,13,ACE-1,M4,EXAMPLE_3
309,508,3.789,455.3206,1502,RLUS1353,13,ACE-1,M5,EXAMPLE_3
310,508,3.789,456.3198,611,RLUS1353,13,ACE-1,M6,EXAMPLE_3
313,508,3.789,458.3316,212,RLUS1353,13,ACE-1,M8,EXAMPLE_3
316,508,3.789,468.3109,549,RLUS1353,13,ACE-1,M0,EXAMPLE_4
317,508,3.789,469.3096,1166,RLUS1353,13,ACE-1,M0,EXAMPLE_5
319,509,3.796,434.2933,373,RLUS1353,13,ACE-1,M2,EXAMPLE_6
321,509,3.796,435.298,292,RLUS1353,13,ACE-1,M3,EXAMPLE_6
323,509,3.796,436.3,162,RLUS1353,13,ACE-1,M4,EXAMPLE_6
326,509,3.796,450.2998,574,RLUS1353,13,ACE-1,M0,EXAMPLE_3
327,509,3.796,451.3074,1521,RLUS1353,13,ACE-1,M1,EXAMPLE_3
328,509,3.796,452.3078,2051,RLUS1353,13,ACE-1,M2,EXAMPLE_3
329,509,3.796,453.3114,2184,RLUS1353,13,ACE-1,M3,EXAMPLE_3
330,509,3.796,454.3164,2395,RLUS1353,13,ACE-1,M4,EXAMPLE_3
331,509,3.796,455.3186,932,RLUS1353,13,ACE-1,M5,EXAMPLE_3
332,509,3.796,456.3188,733,RLUS1353,13,ACE-1,M6,EXAMPLE_3
333,509,3.796,457.3258,146,RLUS1353,13,ACE-1,M7,EXAMPLE_3
335,509,3.796,468.3052,378,RLUS1353,13,ACE-1,M2,EXAMPLE_11
336,509,3.796,469.3112,844,RLUS1353,13,ACE-1,M1,EXAMPLE_4
339,510,3.803,434.294,106,RLUS1353,13,ACE-1,M2,EXAMPLE_6
345,510,3.803,437.3023,178,RLUS1353,13,ACE-1,M5,EXAMPLE_6
348,510,3.803,450.3005,554,RLUS1353,13,ACE-1,M0,EXAMPLE_3
349,510,3.803,451.3032,1395,RLUS1353,13,ACE-1,M1,EXAMPLE_3
350,510,3.803,452.3065,1778,RLUS1353,13,ACE-1,M2,EXAMPLE_3
351,510,3.803,453.3122,2055,RLUS1353,13,ACE-1,M3,EXAMPLE_3
352,510,3.803,454.3138,1504,RLUS1353,13,ACE-1,M4,EXAMPLE_3
353,510,3.803,455.3154,1246,RLUS1353,13,ACE-1,M5,EXAMPLE_3
354,510,3.803,456.3179,781,RLUS1353,13,ACE-1,M6,EXAMPLE_3
359,510,3.803,469.3158,532,RLUS1353,13,ACE-1,M1,EXAMPLE_4
361,511,3.81,434.2912,193,RLUS1353,13,ACE-1,M1,EXAMPLE_9
367,511,3.81,450.3014,602,RLUS1353,13,ACE-1,M0,EXAMPLE_3
368,511,3.81,451.302,1021,RLUS1353,13,ACE-1,M1,EXAMPLE_3
369,511,3.81,452.3069,1231,RLUS1353,13,ACE-1,M2,EXAMPLE_3
370,511,3.81,453.3116,1749,RLUS1353,13,ACE-1,M3,EXAMPLE_3
371,511,3.81,454.3118,1479,RLUS1353,13,ACE-1,M4,EXAMPLE_3
372,511,3.81,455.318,1007,RLUS1353,13,ACE-1,M5,EXAMPLE_3
373,511,3.81,456.3226,582,RLUS1353,13,ACE-1,M6,EXAMPLE_3
374,511,3.81,457.3256,176,RLUS1353,13,ACE-1,M7,EXAMPLE_3
376,511,3.81,468.303,418,RLUS1353,13,ACE-1,M2,EXAMPLE_11
377,511,3.81,469.3128,883,RLUS1353,13,ACE-1,M1,EXAMPLE_4
379,512,3.817,434.3006,142,RLUS1353,13,ACE-1,M2,EXAMPLE_6
383,512,3.817,436.2995,245,RLUS1353,13,ACE-1,M4,EXAMPLE_6
385,512,3.817,437.3015,122,RLUS1353,13,ACE-1,M4,EXAMPLE_9
386,512,3.817,450.297,657,RLUS1353,13,ACE-1,M0,EXAMPLE_3
387,512,3.817,451.3034,1209,RLUS1353,13,ACE-1,M1,EXAMPLE_3
388,512,3.817,452.3068,1350,RLUS1353,13,ACE-1,M2,EXAMPLE_3
389,512,3.817,453.3108,1443,RLUS1353,13,ACE-1,M3,EXAMPLE_3
390,512,3.817,454.3124,1255,RLUS1353,13,ACE-1,M4,EXAMPLE_3
391,512,3.817,455.3185,1121,RLUS1353,13,ACE-1,M5,EXAMPLE_3
392,512,3.817,456.3211,383,RLUS1353,13,ACE-1,M6,EXAMPLE_3
393,512,3.817,457.3229,243,RLUS1353,13,ACE-1,M7,EXAMPLE_3
394,512,3.817,468.3122,330,RLUS1353,13,ACE-1,M0,EXAMPLE_4
396,512,3.817,469.3099,657,RLUS1353,13,ACE-1,M1,EXAMPLE_4
412,496,3.704,450.2911,131,RLUS1353,13,ACE-2,M1,EXAMPLE_10
413,496,3.704,451.3016,364,RLUS1353,13,ACE-2,M1,EXAMPLE_3
414,496,3.704,452.3052,240,RLUS1353,13,ACE-2,M2,EXAMPLE_3
416,496,3.704,453.3084,284,RLUS1353,13,ACE-2,M3,EXAMPLE_3
418,496,3.704,454.3172,442,RLUS1353,13,ACE-2,M4,EXAMPLE_3
419,496,3.704,455.3164,261,RLUS1353,13,ACE-2,M5,EXAMPLE_3
421,496,3.704,467.2958,329,RLUS1353,13,ACE-2,M1,EXAMPLE_11
423,496,3.704,469.3035,218,RLUS1353,13,ACE-2,M3,EXAMPLE_11
432,497,3.711,450.2963,285,RLUS1353,13,ACE-2,M0,EXAMPLE_3
435,497,3.711,452.3044,305,RLUS1353,13,ACE-2,M2,EXAMPLE_3
437,497,3.711,453.3058,479,RLUS1353,13,ACE-2,M1,EXAMPLE_8
439,497,3.711,454.3148,203,RLUS1353,13,ACE-2,M4,EXAMPLE_3
440,497,3.711,455.316,282,RLUS1353,13,ACE-2,M5,EXAMPLE_3
443,497,3.711,466.2943,252,RLUS1353,13,ACE-2,M0,EXAMPLE_11
444,497,3.711,467.2964,185,RLUS1353,13,ACE-2,M1,EXAMPLE_11
445,497,3.711,468.3008,205,RLUS1353,13,ACE-2,M2,EXAMPLE_11
446,497,3.711,469.3047,282,RLUS1353,13,ACE-2,M3,EXAMPLE_11
456,498,3.718,450.2989,178,RLUS1353,13,ACE-2,M0,EXAMPLE_3
457,498,3.718,451.2983,430,RLUS1353,13,ACE-2,M2,EXAMPLE_10
458,498,3.718,452.3046,510,RLUS1353,13,ACE-2,M2,EXAMPLE_3
460,498,3.718,453.3129,477,RLUS1353,13,ACE-2,M3,EXAMPLE_3
463,498,3.718,455.3185,189,RLUS1353,13,ACE-2,M5,EXAMPLE_3
466,498,3.718,466.2906,116,RLUS1353,13,ACE-2,M0,EXAMPLE_11
467,498,3.718,469.3142,349,RLUS1353,13,ACE-2,M1,EXAMPLE_4
471,499,3.725,432.2346,262,RLUS1353,13,ACE-2,M0,EXAMPLE_1
474,499,3.725,435.2946,218,RLUS1353,13,ACE-2,M2,EXAMPLE_9
478,499,3.725,450.2868,107,RLUS1353,13,ACE-2,M1,EXAMPLE_10
479,499,3.725,451.3003,473,RLUS1353,13,ACE-2,M1,EXAMPLE_3
480,499,3.725,452.3031,636,RLUS1353,13,ACE-2,M2,EXAMPLE_3
482,499,3.725,453.3122,583,RLUS1353,13,ACE-2,M3,EXAMPLE_3
483,499,3.725,454.3132,505,RLUS1353,13,ACE-2,M4,EXAMPLE_3
484,499,3.725,455.315,174,RLUS1353,13,ACE-2,M5,EXAMPLE_3
485,499,3.725,456.3195,199,RLUS1353,13,ACE-2,M6,EXAMPLE_3
486,499,3.725,457.3128,183,RLUS1353,13,ACE-2,M8,EXAMPLE_10
489,499,3.725,468.3024,395,RLUS1353,13,ACE-2,M2,EXAMPLE_11
490,499,3.725,469.3106,335,RLUS1353,13,ACE-2,M1,EXAMPLE_4
492,500,3.732,432.2388,513,RLUS1353,13,ACE-2,M0,EXAMPLE_1
493,500,3.732,434.2964,221,RLUS1353,13,ACE-2,M2,EXAMPLE_6
498,500,3.732,436.3008,142,RLUS1353,13,ACE-2,M4,EXAMPLE_6
501,500,3.732,451.3024,1372,RLUS1353,13,ACE-2,M1,EXAMPLE_3
502,500,3.732,452.3086,1143,RLUS1353,13,ACE-2,M2,EXAMPLE_3
504,500,3.732,453.3082,1680,RLUS1353,13,ACE-2,M3,EXAMPLE_3
505,500,3.732,454.3146,1128,RLUS1353,13,ACE-2,M4,EXAMPLE_3
506,500,3.732,455.3152,693,RLUS1353,13,ACE-2,M5,EXAMPLE_3
507,500,3.732,456.3136,533,RLUS1353,13,ACE-2,M7,EXAMPLE_10
509,500,3.732,457.326,182,RLUS1353,13,ACE-2,M7,EXAMPLE_3
513,500,3.732,468.3088,408,RLUS1353,13,ACE-2,M0,EXAMPLE_4
514,500,3.732,469.3084,804,RLUS1353,13,ACE-2,M3,EXAMPLE_11
516,501,3.74,432.2412,489,RLUS1353,13,ACE-2,M0,EXAMPLE_1
518,501,3.74,433.2898,460,RLUS1353,13,ACE-2,M1,EXAMPLE_6
519,501,3.74,434.2994,665,RLUS1353,13,ACE-2,M2,EXAMPLE_6
521,501,3.74,435.3012,786,RLUS1353,13,ACE-2,M3,EXAMPLE_6
523,501,3.74,436.3015,461,RLUS1353,13,ACE-2,M4,EXAMPLE_6
525,501,3.74,437.3003,180,RLUS1353,13,ACE-2,M4,EXAMPLE_9
529,501,3.74,450.2987,1319,RLUS1353,13,ACE-2,M0,EXAMPLE_3
530,501,3.74,451.303,2989,RLUS1353,13,ACE-2,M1,EXAMPLE_3
531,501,3.74,452.3065,5219,RLUS1353,13,ACE-2,M2,EXAMPLE_3
533,501,3.74,453.3099,5363,RLUS1353,13,ACE-2,M3,EXAMPLE_3
535,501,3.74,454.3146,4982,RLUS1353,13,ACE-2,M4,EXAMPLE_3
536,501,3.74,455.3184,3131,RLUS1353,13,ACE-2,M5,EXAMPLE_3
537,501,3.74,456.3209,1536,RLUS1353,13,ACE-2,M6,EXAMPLE_3
539,501,3.74,457.3269,684,RLUS1353,13,ACE-2,M7,EXAMPLE_3
541,501,3.74,458.3297,358,RLUS1353,13,ACE-2,M8,EXAMPLE_3
544,501,3.74,467.2952,121,RLUS1353,13,ACE-2,M1,EXAMPLE_11
545,501,3.74,468.3055,819,RLUS1353,13,ACE-2,M2,EXAMPLE_11
546,501,3.74,469.3142,1332,RLUS1353,13,ACE-2,M1,EXAMPLE_4
548,502,3.747,432.2369,536,RLUS1353,13,ACE-2,M0,EXAMPLE_1
549,502,3.747,432.2878,285,RLUS1353,13,ACE-2,M0,EXAMPLE_6
550,502,3.747,433.24,194,RLUS1353,13,ACE-2,M1,EXAMPLE_1
551,502,3.747,433.2929,874,RLUS1353,13,ACE-2,M1,EXAMPLE_6
552,502,3.747,434.2935,1520,RLUS1353,13,ACE-2,M2,EXAMPLE_6
555,502,3.747,435.301,1809,RLUS1353,13,ACE-2,M3,EXAMPLE_6
557,502,3.747,436.3026,1301,RLUS1353,13,ACE-2,M4,EXAMPLE_6
560,502,3.747,437.3055,869,RLUS1353,13,ACE-2,M5,EXAMPLE_6
563,502,3.747,439.3075,183,RLUS1353,13,ACE-2,M6,EXAMPLE_9
565,502,3.747,450.3002,2883,RLUS1353,13,ACE-2,M0,EXAMPLE_3
