,scanindex,rettime,mz,intensity,organism,isotope,condition,isotopomer,exp_id
63,500,3.733,450.3002,2516,RLUS1353,15,GLU-1,M0,EXAMPLE_3
64,500,3.733,451.3016,3608,RLUS1353,15,GLU-1,M1,EXAMPLE_3
66,500,3.733,452.3043,888,RLUS1353,15,GLU-1,M1,EXAMPLE_7
67,500,3.733,453.3042,125,RLUS1353,15,GLU-1,M1,EXAMPLE_8
72,500,3.733,466.293,375,RLUS1353,15,GLU-1,M0,EXAMPLE_11
73,500,3.733,467.2941,158,RLUS1353,15,GLU-1,M1,EXAMPLE_11
74,500,3.733,468.3132,1056,RLUS1353,15,GLU-1,M0,EXAMPLE_4
75,500,3.733,469.3124,1217,RLUS1353,15,GLU-1,M1,EXAMPLE_4
76,501,3.74,432.2394,261,RLUS1353,15,GLU-1,M0,EXAMPLE_1
77,501,3.74,432.2878,1194,RLUS1353,15,GLU-1,M0,EXAMPLE_6
78,501,3.74,433.2901,1529,RLUS1353,15,GLU-1,M1,EXAMPLE_6
79,501,3.74,434.2918,280,RLUS1353,15,GLU-1,M1,EXAMPLE_9
86,501,3.74,450.3008,11773,RLUS1353,15,GLU-1,M0,EXAMPLE_3
87,501,3.74,451.3,14519,RLUS1353,15,GLU-1,M1,EXAMPLE_3
88,501,3.74,452.303,3890,RLUS1353,15,GLU-1,M1,EXAMPLE_7
89,501,3.74,453.3036,696,RLUS1353,15,GLU-1,M1,EXAMPLE_8
93,501,3.74,466.2936,333,RLUS1353,15,GLU-1,M0,EXAMPLE_11
94,501,3.74,467.2947,387,RLUS1353,15,GLU-1,M1,EXAMPLE_11
95,501,3.74,468.3123,4210,RLUS1353,15,GLU-1,M0,EXAMPLE_4
96,501,3.74,469.3117,5402,RLUS1353,15,GLU-1,M1,EXAMPLE_4
97,502,3.747,432.2368,560,RLUS1353,15,GLU-1,M0,EXAMPLE_1
98,502,3.747,432.2917,2820,RLUS1353,15,GLU-1,M0,EXAMPLE_6
99,502,3.747,433.2425,185,RLUS1353,15,GLU-1,M0,EXAMPLE_2
100,502,3.747,433.2903,3653,RLUS1353,15,GLU-1,M1,EXAMPLE_6
101,502,3.747,434.2924,930,RLUS1353,15,GLU-1,M1,EXAMPLE_9
107,502,3.747,449.2812,349,RLUS1353,15,GLU-1,M1,EXAMPLE_10
109,502,3.747,450.3013,25589,RLUS1353,15,GLU-1,M0,EXAMPLE_3
110,502,3.747,451.3004,34207,RLUS1353,15,GLU-1,M1,EXAMPLE_3
111,502,3.747,452.3019,10188,RLUS1353,15,GLU-1,M1,EXAMPLE_7
113,502,3.747,453.3055,1685,RLUS1353,15,GLU-1,M1,EXAMPLE_8
116,502,3.747,466.295,360,RLUS1353,15,GLU-1,M0,EXAMPLE_11
117,502,3.747,467.295,1008,RLUS1353,15,GLU-1,M1,EXAMPLE_11
118,502,3.747,468.3115,8339,RLUS1353,15,GLU-1,M0,EXAMPLE_4
119,502,3.747,469.3102,12700,RLUS1353,15,GLU-1,M1,EXAMPLE_4
121,503,3.755,432.2358,205,RLUS1353,15,GLU-1,M0,EXAMPLE_1
122,503,3.755,432.2915,3938,RLUS1353,15,GLU-1,M0,EXAMPLE_6
123,503,3.755,433.2868,5295,RLUS1353,15,GLU-1,M1,EXAMPLE_6
124,503,3.755,434.2896,1826,RLUS1353,15,GLU-1,M1,EXAMPLE_9
129,503,3.755,448.2854,421,RLUS1353,15,GLU-1,M0,EXAMPLE_10
130,503,3.755,449.2844,537,RLUS1353,15,GLU-1,M1,EXAMPLE_10
131,503,3.755,450.3016,33374,RLUS1353,15,GLU-1,M0,EXAMPLE_3
132,503,3.755,451.3004,43993,RLUS1353,15,GLU-1,M1,EXAMPLE_3
134,503,3.755,452.3023,14090,RLUS1353,15,GLU-1,M1,EXAMPLE_7
136,503,3.755,453.3042,2227,RLUS1353,15,GLU-1,M1,EXAMPLE_8
137,503,3.755,454.301,342,RLUS1353,15,GLU-1,M2,EXAMPLE_8
141,503,3.755,466.2943,772,RLUS1353,15,GLU-1,M0,EXAMPLE_11
143,503,3.755,468.312,11335,RLUS1353,15,GLU-1,M0,EXAMPLE_4
144,503,3.755,469.3114,15189,RLUS1353,15,GLU-1,M1,EXAMPLE_4
145,504,3.762,432.291,3645,RLUS1353,15,GLU-1,M0,EXAMPLE_6
146,504,3.762,433.2878,3400,RLUS1353,15,GLU-1,M1,EXAMPLE_6
147,504,3.762,434.2908,1688,RLUS1353,15,GLU-1,M1,EXAMPLE_9
149,504,3.762,435.2886,132,RLUS1353,15,GLU-1,M2,EXAMPLE_9
151,504,3.762,448.2844,313,RLUS1353,15,GLU-1,M0,EXAMPLE_10
152,504,3.762,449.285,428,RLUS1353,15,GLU-1,M1,EXAMPLE_10
153,504,3.762,450.3,27902,RLUS1353,15,GLU-1,M0,EXAMPLE_3
154,504,3.762,451.3002,35205,RLUS1353,15,GLU-1,M1,EXAMPLE_3
155,504,3.762,452.303,10601,RLUS1353,15,GLU-1,M1,EXAMPLE_7
156,504,3.762,453.3059,1844,RLUS1353,15,GLU-1,M1,EXAMPLE_8
161,504,3.762,466.2954,606,RLUS1353,15,GLU-1,M0,EXAMPLE_11
162,504,3.762,467.2961,1154,RLUS1353,15,GLU-1,M1,EXAMPLE_11
163,504,3.762,468.311,10353,RLUS1353,15,GLU-1,M0,EXAMPLE_4
165,504,3.762,469.3108,11579,RLUS1353,15,GLU-1,M1,EXAMPLE_4
168,505,3.769,432.2902,1236,RLUS1353,15,GLU-1,M0,EXAMPLE_6
169,505,3.769,433.2896,2323,RLUS1353,15,GLU-1,M1,EXAMPLE_6
170,505,3.769,434.2903,876,RLUS1353,15,GLU-1,M1,EXAMPLE_9
174,505,3.769,449.2818,345,RLUS1353,15,GLU-1,M1,EXAMPLE_10
175,505,3.769,450.3001,14370,RLUS1353,15,GLU-1,M0,EXAMPLE_3
176,505,3.769,451.3006,19299,RLUS1353,15,GLU-1,M1,EXAMPLE_3
177,505,3.769,452.3029,5628,RLUS1353,15,GLU-1,M1,EXAMPLE_7
178,505,3.769,453.3034,971,RLUS1353,15,GLU-1,M1,EXAMPLE_8
182,505,3.769,466.2946,378,RLUS1353,15,GLU-1,M0,EXAMPLE_11
183,505,3.769,467.2956,913,RLUS1353,15,GLU-1,M1,EXAMPLE_11
184,505,3.769,468.3119,6313,RLUS1353,15,GLU-1,M0,EXAMPLE_4
185,505,3.769,469.3092,7337,RLUS1353,15,GLU-1,M1,EXAMPLE_4
186,506,3.776,432.2926,585,RLUS1353,15,GLU-1,M0,EXAMPLE_6
187,506,3.776,433.2906,1285,RLUS1353,15,GLU-1,M1,EXAMPLE_6
192,506,3.776,448.2863,200,RLUS1353,15,GLU-1,M0,EXAMPLE_10
194,506,3.776,450.3024,7950,RLUS1353,15,GLU-1,M0,EXAMPLE_3
195,506,3.776,451.2994,10197,RLUS1353,15,GLU-1,M1,EXAMPLE_3
196,506,3.776,452.3018,2834,RLUS1353,15,GLU-1,M1,EXAMPLE_7
197,506,3.776,453.3072,424,RLUS1353,15,GLU-1,M1,EXAMPLE_8
200,506,3.776,466.295,481,RLUS1353,15,GLU-1,M0,EXAMPLE_11
202,506,3.776,468.3113,2853,RLUS1353,15,GLU-1,M0,EXAMPLE_4
203,506,3.776,469.3114,3031,RLUS1353,15,GLU-1,M1,EXAMPLE_4
204,507,3.783,432.294,314,RLUS1353,15,GLU-1,M0,EXAMPLE_6
205,507,3.783,433.2867,362,RLUS1353,15,GLU-1,M1,EXAMPLE_6
206,507,3.783,434.2878,239,RLUS1353,15,GLU-1,M2,EXAMPLE_6
210,507,3.783,450.3006,3901,RLUS1353,15,GLU-1,M0,EXAMPLE_3
211,507,3.783,451.2991,5397,RLUS1353,15,GLU-1,M1,EXAMPLE_3
212,507,3.783,452.3064,1364,RLUS1353,15,GLU-1,M0,EXAMPLE_8
215,507,3.783,466.2985,347,RLUS1353,15,GLU-1,M0,EXAMPLE_11
216,507,3.783,467.2924,488,RLUS1353,15,GLU-1,M1,EXAMPLE_11
217,507,3.783,468.3124,1533,RLUS1353,15,GLU-1,M0,EXAMPLE_4
218,507,3.783,469.3086,1560,RLUS1353,15,GLU-1,M1,EXAMPLE_4
219,508,3.79,432.2906,466,RLUS1353,15,GLU-1,M0,EXAMPLE_6
220,508,3.79,433.2948,415,RLUS1353,15,GLU-1,M0,EXAMPLE_9
221,508,3.79,434.2878,310,RLUS1353,15,GLU-1,M2,EXAMPLE_6
225,508,3.79,450.2996,3120,RLUS1353,15,GLU-1,M0,EXAMPLE_3
226,508,3.79,451.2984,4561,RLUS1353,15,GLU-1,M1,EXAMPLE_3
227,508,3.79,452.3026,1257,RLUS1353,15,GLU-1,M1,EXAMPLE_7
228,508,3.79,453.3014,251,RLUS1353,15,GLU-1,M2,EXAMPLE_7
230,508,3.79,466.2954,376,RLUS1353,15,GLU-1,M0,EXAMPLE_11
231,508,3.79,467.2934,331,RLUS1353,15,GLU-1,M1,EXAMPLE_11
232,508,3.79,468.309,1182,RLUS1353,15,GLU-1,M0,EXAMPLE_4
233,508,3.79,469.311,1568,RLUS1353,15,GLU-1,M1,EXAMPLE_4
234,509,3.797,432.293,218,RLUS1353,15,GLU-1,M0,EXAMPLE_6
235,509,3.797,433.291,468,RLUS1353,15,GLU-1,M1,EXAMPLE_6
243,509,3.797,450.3001,3281,RLUS1353,15,GLU-1,M0,EXAMPLE_3
244,509,3.797,451.2993,4185,RLUS1353,15,GLU-1,M1,EXAMPLE_3
245,509,3.797,452.2995,943,RLUS1353,15,GLU-1,M1,EXAMPLE_7
246,509,3.797,453.3046,249,RLUS1353,15,GLU-1,M1,EXAMPLE_8
250,509,3.797,466.2946,761,RLUS1353,15,GLU-1,M0,EXAMPLE_11
251,509,3.797,467.2941,531,RLUS1353,15,GLU-1,M1,EXAMPLE_11
252,509,3.797,468.3094,1222,RLUS1353,15,GLU-1,M0,EXAMPLE_4
253,509,3.797,469.3094,1313,RLUS1353,15,GLU-1,M1,EXAMPLE_4
255,510,3.805,433.2884,478,RLUS1353,15,GLU-1,M1,EXAMPLE_6
257,510,3.805,435.2309,179,RLUS1353,15,GLU-1,M3,EXAMPLE_1
262,510,3.805,450.3012,2901,RLUS1353,15,GLU-1,M0,EXAMPLE_3
263,510,3.805,451.3006,2892,RLUS1353,15,GLU-1,M1,EXAMPLE_3
264,510,3.805,452.3,845,RLUS1353,15,GLU-1,M1,EXAMPLE_7
265,510,3.805,453.308,219,RLUS1353,15,GLU-1,M1,EXAMPLE_8
266,510,3.805,466.296,720,RLUS1353,15,GLU-1,M0,EXAMPLE_11
267,510,3.805,467.2917,695,RLUS1353,15,GLU-1,M1,EXAMPLE_11
268,510,3.805,468.3154,1164,RLUS1353,15,GLU-1,M0,EXAMPLE_4
269,510,3.805,469.308,1689,RLUS1353,15,GLU-1,M1,EXAMPLE_4
270,511,3.812,432.2874,190,RLUS1353,15,GLU-1,M0,EXAMPLE_6
277,511,3.812,450.3014,1739,RLUS1353,15,GLU-1,M0,EXAMPLE_3
278,511,3.812,451.301,2744,RLUS1353,15,GLU-1,M1,EXAMPLE_3
279,511,3.812,452.3034,828,RLUS1353,15,GLU-1,M1,EXAMPLE_7
280,511,3.812,453.2994,217,RLUS1353,15,GLU-1,M2,EXAMPLE_7
284,511,3.812,466.2944,540,RLUS1353,15,GLU-1,M0,EXAMPLE_11
285,511,3.812,467.2938,690,RLUS1353,15,GLU-1,M1,EXAMPLE_11
286,511,3.812,468.3083,914,RLUS1353,15,GLU-1,M0,EXAMPLE_4
287,511,3.812,469.3128,884,RLUS1353,15,GLU-1,M1,EXAMPLE_4
297,496,3.704,448.2845,197,RLUS1353,15,GLU-2,M0,EXAMPLE_10
302,496,3.704,451.2936,118,RLUS1353,15,GLU-2,M1,EXAMPLE_3
311,497,3.711,449.2846,162,RLUS1353,15,GLU-2,M1,EXAMPLE_10
316,497,3.711,466.2925,161,RLUS1353,15,GLU-2,M0,EXAMPLE_11
317,497,3.711,467.2946,464,RLUS1353,15,GLU-2,M1,EXAMPLE_11
319,498,3.719,432.2395,167,RLUS1353,15,GLU-2,M0,EXAMPLE_1
325,498,3.719,448.2798,117,RLUS1353,15,GLU-2,M0,EXAMPLE_10
326,498,3.719,450.3011,110,RLUS1353,15,GLU-2,M0,EXAMPLE_3
327,498,3.719,451.302,204,RLUS1353,15,GLU-2,M1,EXAMPLE_3
331,498,3.719,468.2885,102,RLUS1353,15,GLU-2,M2,EXAMPLE_11
333,499,3.726,432.2379,239,RLUS1353,15,GLU-2,M0,EXAMPLE_1
336,499,3.726,448.284,108,RLUS1353,15,GLU-2,M0,EXAMPLE_10
338,499,3.726,451.2978,435,RLUS1353,15,GLU-2,M1,EXAMPLE_3
339,499,3.726,452.3023,107,RLUS1353,15,GLU-2,M1,EXAMPLE_7
343,500,3.733,432.2388,525,RLUS1353,15,GLU-2,M0,EXAMPLE_1
345,500,3.733,433.286,267,RLUS1353,15,GLU-2,M1,EXAMPLE_6
350,500,3.733,449.2817,188,RLUS1353,15,GLU-2,M1,EXAMPLE_10
351,500,3.733,450.2989,1441,RLUS1353,15,GLU-2,M0,EXAMPLE_3
352,500,3.733,451.2981,1769,RLUS1353,15,GLU-2,M1,EXAMPLE_3
353,500,3.733,452.3048,634,RLUS1353,15,GLU-2,M1,EXAMPLE_7
355,500,3.733,466.2959,104,RLUS1353,15,GLU-2,M0,EXAMPLE_11
357,500,3.733,467.2916,173,RLUS1353,15,GLU-2,M1,EXAMPLE_11
358,500,3.733,468.3112,596,RLUS1353,15,GLU-2,M0,EXAMPLE_4
359,500,3.733,469.31,752,RLUS1353,15,GLU-2,M1,EXAMPLE_4
360,501,3.74,432.2355,641,RLUS1353,15,GLU-2,M0,EXAMPLE_1
361,501,3.74,432.2922,511,RLUS1353,15,GLU-2,M0,EXAMPLE_6
362,501,3.74,433.2394,107,RLUS1353,15,GLU-2,M1,EXAMPLE_1
363,501,3.74,433.2863,516,RLUS1353,15,GLU-2,M1,EXAMPLE_6
369,501,3.74,449.2836,133,RLUS1353,15,GLU-2,M1,EXAMPLE_10
370,501,3.74,450.3013,4832,RLUS1353,15,GLU-2,M0,EXAMPLE_3
371,501,3.74,451.2982,8085,RLUS1353,15,GLU-2,M1,EXAMPLE_3
372,501,3.74,452.3027,2749,RLUS1353,15,GLU-2,M1,EXAMPLE_7
373,501,3.74,453.3024,349,RLUS1353,15,GLU-2,M2,EXAMPLE_7
380,501,3.74,468.3096,2091,RLUS1353,15,GLU-2,M0,EXAMPLE_4
381,501,3.74,469.3102,3254,RLUS1353,15,GLU-2,M1,EXAMPLE_4
383,502,3.747,432.2895,1210,RLUS1353,15,GLU-2,M0,EXAMPLE_6
384,502,3.747,433.2871,2117,RLUS1353,15,GLU-2,M1,EXAMPLE_6
385,502,3.747,434.29,549,RLUS1353,15,GLU-2,M1,EXAMPLE_9
390,502,3.747,448.2814,188,RLUS1353,15,GLU-2,M0,EXAMPLE_10
392,502,3.747,450.3006,14750,RLUS1353,15,GLU-2,M0,EXAMPLE_3
393,502,3.747,451.2986,19063,RLUS1353,15,GLU-2,M1,EXAMPLE_3
394,502,3.747,452.3012,5767,RLUS1353,15,GLU-2,M1,EXAMPLE_7
395,502,3.747,453.303,973,RLUS1353,15,GLU-2,M1,EXAMPLE_8
398,502,3.747,467.2922,599,RLUS1353,15,GLU-2,M1,EXAMPLE_11
399,502,3.747,468.3103,5156,RLUS1353,15,GLU-2,M0,EXAMPLE_4
401,502,3.747,469.3101,6380,RLUS1353,15,GLU-2,M1,EXAMPLE_4
402,503,3.754,432.2366,178,RLUS1353,15,GLU-2,M0,EXAMPLE_1
403,503,3.754,432.2889,2067,RLUS1353,15,GLU-2,M0,EXAMPLE_6
404,503,3.754,433.2867,2525,RLUS1353,15,GLU-2,M1,EXAMPLE_6
405,503,3.754,434.2878,528,RLUS1353,15,GLU-2,M2,EXAMPLE_6
410,503,3.754,449.2809,344,RLUS1353,15,GLU-2,M1,EXAMPLE_10
411,503,3.754,450.3002,18144,RLUS1353,15,GLU-2,M0,EXAMPLE_3
412,503,3.754,451.2993,25360,RLUS1353,15,GLU-2,M1,EXAMPLE_3
413,503,3.754,452.3032,5997,RLUS1353,15,GLU-2,M1,EXAMPLE_7
415,503,3.754,453.3041,1547,RLUS1353,15,GLU-2,M1,EXAMPLE_8
416,503,3.754,454.3039,178,RLUS1353,15,GLU-2,M2,EXAMPLE_8
418,503,3.754,466.2954,493,RLUS1353,15,GLU-2,M0,EXAMPLE_11
419,503,3.754,467.2889,350,RLUS1353,15,GLU-2,M1,EXAMPLE_11
420,503,3.754,468.3105,6498,RLUS1353,15,GLU-2,M0,EXAMPLE_4
421,503,3.754,469.3098,7693,RLUS1353,15,GLU-2,M1,EXAMPLE_4
422,504,3.761,432.2388,139,RLUS1353,15,GLU-2,M0,EXAMPLE_1
423,504,3.761,432.289,1946,RLUS1353,15,GLU-2,M0,EXAMPLE_6
424,504,3.761,433.2885,2422,RLUS1353,15,GLU-2,M1,EXAMPLE_6
425,504,3.761,434.2819,523,RLUS1353,15,GLU-2,M2,EXAMPLE_6
429,504,3.761,448.2824,227,RLUS1353,15,GLU-2,M0,EXAMPLE_10
431,504,3.761,449.285,202,RLUS1353,15,GLU-2,M1,EXAMPLE_10
432,504,3.761,450.3007,17373,RLUS1353,15,GLU-2,M0,EXAMPLE_3
433,504,3.761,451.2994,21494,RLUS1353,15,GLU-2,M1,EXAMPLE_3
435,504,3.761,452.3019,5932,RLUS1353,15,GLU-2,M1,EXAMPLE_7
436,504,3.761,453.3082,982,RLUS1353,15,GLU-2,M1,EXAMPLE_8
437,504,3.761,454.3011,216,RLUS1353,15,GLU-2,M2,EXAMPLE_8
441,504,3.761,466.2938,420,RLUS1353,15,GLU-2,M0,EXAMPLE_11
442,504,3.761,467.2918,780,RLUS1353,15,GLU-2,M1,EXAMPLE_11
443,504,3.761,468.3096,5772,RLUS1353,15,GLU-2,M0,EXAMPLE_4
444,504,3.761,469.3108,6482,RLUS1353,15,GLU-2,M1,EXAMPLE_4
445,505,3.769,432.2876,866,RLUS1353,15,GLU-2,M0,EXAMPLE_6
446,505,3.769,433.2886,1366,RLUS1353,15,GLU-2,M1,EXAMPLE_6
447,505,3.769,434.2882,292,RLUS1353,15,GLU-2,M2,EXAMPLE_6
451,505,3.769,450.3014,8621,RLUS1353,15,GLU-2,M0,EXAMPLE_3
452,505,3.769,451.3005,11427,RLUS1353,15,GLU-2,M1,EXAMPLE_3
453,505,3.769,452.3018,2866,RLUS1353,15,GLU-2,M1,EXAMPLE_7
454,505,3.769,453.3031,549,RLUS1353,15,GLU-2,M1,EXAMPLE_8
458,505,3.769,467.2944,182,RLUS1353,15,GLU-2,M1,EXAMPLE_11
459,505,3.769,468.3128,2949,RLUS1353,15,GLU-2,M0,EXAMPLE_4
460,505,3.769,469.3092,3845,RLUS1353,15,GLU-2,M1,EXAMPLE_4
462,506,3.776,432.2918,484,RLUS1353,15,GLU-2,M0,EXAMPLE_6
463,506,3.776,433.2922,366,RLUS1353,15,GLU-2,M0,EXAMPLE_9
464,506,3.776,434.2894,238,RLUS1353,15,GLU-2,M1,EXAMPLE_9
468,506,3.776,450.2995,4032,RLUS1353,15,GLU-2,M0,EXAMPLE_3
469,506,3.776,451.2991,5218,RLUS1353,15,GLU-2,M1,EXAMPLE_3
470,506,3.776,452.3042,1893,RLUS1353,15,GLU-2,M1,EXAMPLE_7
471,506,3.776,453.3002,197,RLUS1353,15,GLU-2,M2,EXAMPLE_7
474,506,3.776,466.2991,191,RLUS1353,15,GLU-2,M0,EXAMPLE_11
476,506,3.776,468.3114,1742,RLUS1353,15,GLU-2,M0,EXAMPLE_4
477,506,3.776,469.311,2178,RLUS1353,15,GLU-2,M1,EXAMPLE_4
478,507,3.783,433.2938,269,RLUS1353,15,GLU-2,M0,EXAMPLE_9
483,507,3.783,450.3012,1926,RLUS1353,15,GLU-2,M0,EXAMPLE_3
484,507,3.783,451.298,3389,RLUS1353,15,GLU-2,M1,EXAMPLE_3
485,507,3.783,452.2992,889,RLUS1353,15,GLU-2,M1,EXAMPLE_7
486,507,3.783,453.2992,108,RLUS1353,15,GLU-2,M2,EXAMPLE_7
488,507,3.783,466.2949,373,RLUS1353,15,GLU-2,M0,EXAMPLE_11
489,507,3.783,467.2946,345,RLUS1353,15,GLU-2,M1,EXAMPLE_11
490,507,3.783,468.3065,836,RLUS1353,15,GLU-2,M0,EXAMPLE_4
491,507,3.783,469.3094,1121,RLUS1353,15,GLU-2,M1,EXAMPLE_4
492,508,3.79,432.2402,159,RLUS1353,15,GLU-2,M0,EXAMPLE_1
494,508,3.79,433.2854,316,RLUS1353,15,GLU-2,M1,EXAMPLE_6
500,508,3.79,449.2811,253,RLUS1353,15,GLU-2,M1,EXAMPLE_10
501,508,3.79,450.3006,1586,RLUS1353,15,GLU-2,M0,EXAMPLE_3
502,508,3.79,451.2975,2032,RLUS1353,15,GLU-2,M1,EXAMPLE_3
503,508,3.79,452.3034,900,RLUS1353,15,GLU-2,M1,EXAMPLE_7
504,508,3.79,453.3018,176,RLUS1353,15,GLU-2,M2,EXAMPLE_7
506,508,3.79,466.295,944,RLUS1353,15,GLU-2,M0,EXAMPLE_11
508,508,3.79,467.2952,1193,RLUS1353,15,GLU-2,M1,EXAMPLE_11
509,508,3.79,468.3074,782,RLUS1353,15,GLU-2,M0,EXAMPLE_4
510,508,3.79,469.307,1285,RLUS1353,15,GLU-2,M1,EXAMPLE_4
511,509,3.797,432.2934,101,RLUS1353,15,GLU-2,M0,EXAMPLE_6
512,509,3.797,433.2856,131,RLUS1353,15,GLU-2,M1,EXAMPLE_6
518,509,3.797,450.3019,2092,RLUS1353,15,GLU-2,M0,EXAMPLE_3
519,509,3.797,451.2998,1869,RLUS1353,15,GLU-2,M1,EXAMPLE_3
520,509,3.797,452.3049,655,RLUS1353,15,GLU-2,M1,EXAMPLE_7
521,509,3.797,453.3025,158,RLUS1353,15,GLU-2,M2,EXAMPLE_7
525,509,3.797,466.295,878,RLUS1353,15,GLU-2,M0,EXAMPLE_11
526,509,3.797,467.2929,1704,RLUS1353,15,GLU-2,M1,EXAMPLE_11
528,509,3.797,469.3062,1078,RLUS1353,15,GLU-2,M1,EXAMPLE_4
531,510,3.804,434.2828,102,RLUS1353,15,GLU-2,M2,EXAMPLE_6
535,510,3.804,449.2848,172,RLUS1353,15,GLU-2,M1,EXAMPLE_10
536,510,3.804,450.3012,1592,RLUS1353,15,GLU-2,M0,EXAMPLE_3
537,510,3.804,451.2983,2479,RLUS1353,15,GLU-2,M1,EXAMPLE_3
538,510,3.804,452.3088,690,RLUS1353,15,GLU-2,M0,EXAMPLE_8
539,510,3.804,453.2998,110,RLUS1353,15,GLU-2,M2,EXAMPLE_7
541,510,3.804,466.2934,1362,RLUS1353,15,GLU-2,M0,EXAMPLE_11
542,510,3.804,467.2918,1192,RLUS1353,15,GLU-2,M1,EXAMPLE_11
545,510,3.804,469.3061,508,RLUS1353,15,GLU-2,M1,EXAMPLE_4
546,511,3.811,433.2938,211,RLUS1353,15,GLU-2,M0,EXAMPLE_9
550,511,3.811,448.2866,109,RLUS1353,15,GLU-2,M0,EXAMPLE_10
551,511,3.811,449.2834,150,RLUS1353,15,GLU-2,M1,EXAMPLE_10
552,511,3.811,450.3,1198,RLUS1353,15,GLU-2,M0,EXAMPLE_3
553,511,3.811,451.3022,1962,RLUS1353,15,GLU-2,M0,EXAMPLE_7
554,511,3.811,452.2992,315,RLUS1353,15,GLU-2,M1,EXAMPLE_7
555,511,3.811,466.2976,896,RLUS1353,15,GLU-2,M0,EXAMPLE_11
558,511,3.811,469.3115,346,RLUS1353,15,GLU-2,M1,EXAMPLE_4
561,512,3.818,433.2909,245,RLUS1353,15,GLU-2,M1,EXAMPLE_6
566,512,3.818,450.3036,1300,RLUS1353,15,GLU-2,M0,EXAMPLE_3
567,512,3.818,451.2996,1487,RLUS1353,15,GLU-2,M1,EXAMPLE_3
568,512,3.818,452.2982,405,RLUS1353,15,GLU-2,M2,EXAMPLE_3
570,512,3.818,466.2964,325,RLUS1353,15,GLU-2,M0,EXAMPLE_11
573,512,3.818,469.3123,470,RLUS1353,15,GLU-2,M1,EXAMPLE_4
589,496,3.704,450.2989,192,RLUS1353,15,GLU-3,M0,EXAMPLE_3
590,496,3.704,451.2986,478,RLUS1353,15,GLU-3,M1,EXAMPLE_3
593,496,3.704,466.2904,270,RLUS1353,15,GLU-3,M0,EXAMPLE_11
594,496,3.704,467.2949,526,RLUS1353,15,GLU-3,M1,EXAMPLE_11
595,496,3.704,469.3126,171,RLUS1353,15,GLU-3,M1,EXAMPLE_4
603,497,3.711,448.2883,144,RLUS1353,15,GLU-3,M0,EXAMPLE_10
606,497,3.711,450.3021,225,RLUS1353,15,GLU-3,M0,EXAMPLE_3
607,497,3.711,451.298,157,RLUS1353,15,GLU-3,M1,EXAMPLE_3
610,497,3.711,466.2926,420,RLUS1353,15,GLU-3,M0,EXAMPLE_11
611,497,3.711,467.2944,373,RLUS1353,15,GLU-3,M1,EXAMPLE_11
614,498,3.718,432.2358,148,RLUS1353,15,GLU-3,M0,EXAMPLE_1
615,498,3.718,433.2911,157,RLUS1353,15,GLU-3,M1,EXAMPLE_6
620,498,3.718,448.286,104,RLUS1353,15,GLU-3,M0,EXAMPLE_10
622,498,3.718,450.2975,350,RLUS1353,15,GLU-3,M0,EXAMPLE_3
623,498,3.718,451.2962,433,RLUS1353,15,GLU-3,M1,EXAMPLE_3
624,498,3.718,452.3012,216,RLUS1353,15,GLU-3,M1,EXAMPLE_7
625,498,3.718,466.2987,206,RLUS1353,15,GLU-3,M0,EXAMPLE_11
