scanindex,rettime,mz,intensity,organism,isotope,condition
498,3.717,466.2982,928,RLUS1353,12,GLU-1
498,3.717,467.2988,390,RLUS1353,12,GLU-1
498,3.717,468.3134,618,RLUS1353,12,GLU-1
498,3.717,469.0817,128,RLUS1353,12,GLU-1
498,3.717,469.3159,105,RLUS1353,12,GLU-1
499,3.724,432.2378,7871,RLUS1353,12,GLU-1
499,3.724,432.2925,525,RLUS1353,12,GLU-1
499,3.724,433.2384,2210,RLUS1353,12,GLU-1
499,3.724,433.2962,147,RLUS1353,12,GLU-1
499,3.724,434.2454,344,RLUS1353,12,GLU-1
499,3.724,435.1665,491,RLUS1353,12,GLU-1
499,3.724,437.1672,325,RLUS1353,12,GLU-1
499,3.724,439.3556,236,RLUS1353,12,GLU-1
499,3.724,443.0906,116,RLUS1353,12,GLU-1
499,3.724,443.2044,108,RLUS1353,12,GLU-1
499,3.724,448.2784,722,RLUS1353,12,GLU-1
499,3.724,449.2877,190,RLUS1353,12,GLU-1
499,3.724,449.3846,105,RLUS1353,12,GLU-1
499,3.724,450.2996,4849,RLUS1353,12,GLU-1
499,3.724,451.3044,1881,RLUS1353,12,GLU-1
499,3.724,452.3058,411,RLUS1353,12,GLU-1
499,3.724,455.2278,101,RLUS1353,12,GLU-1
499,3.724,456.2799,251,RLUS1353,12,GLU-1
499,3.724,460.2334,309,RLUS1353,12,GLU-1
499,3.724,460.4907,105,RLUS1353,12,GLU-1
499,3.724,461.2466,147,RLUS1353,12,GLU-1
499,3.724,464.29,224,RLUS1353,12,GLU-1
499,3.724,464.3224,150,RLUS1353,12,GLU-1
499,3.724,465.2636,125,RLUS1353,12,GLU-1
499,3.724,466.2936,979,RLUS1353,12,GLU-1
499,3.724,467.2914,105,RLUS1353,12,GLU-1
499,3.724,468.3097,1143,RLUS1353,12,GLU-1
499,3.724,469.1026,154,RLUS1353,12,GLU-1
499,3.724,469.3114,449,RLUS1353,12,GLU-1
500,3.731,432.2376,16108,RLUS1353,12,GLU-1
500,3.731,432.2908,1549,RLUS1353,12,GLU-1
500,3.731,433.2426,4514,RLUS1353,12,GLU-1
500,3.731,433.2956,361,RLUS1353,12,GLU-1
500,3.731,434.2398,748,RLUS1353,12,GLU-1
500,3.731,435.1584,336,RLUS1353,12,GLU-1
500,3.731,435.2406,117,RLUS1353,12,GLU-1
500,3.731,437.1607,247,RLUS1353,12,GLU-1
500,3.731,438.2572,106,RLUS1353,12,GLU-1
500,3.731,441.0812,131,RLUS1353,12,GLU-1
500,3.731,443.1019,342,RLUS1353,12,GLU-1
500,3.731,443.2144,191,RLUS1353,12,GLU-1
500,3.731,444.1053,105,RLUS1353,12,GLU-1
500,3.731,445.0964,110,RLUS1353,12,GLU-1
500,3.731,445.1723,112,RLUS1353,12,GLU-1
500,3.731,448.284,676,RLUS1353,12,GLU-1
500,3.731,449.277,200,RLUS1353,12,GLU-1
500,3.731,450.3002,13455,RLUS1353,12,GLU-1
500,3.731,451.3046,4060,RLUS1353,12,GLU-1
500,3.731,452.3046,1051,RLUS1353,12,GLU-1
500,3.731,452.723,101,RLUS1353,12,GLU-1
500,3.731,456.1736,103,RLUS1353,12,GLU-1
500,3.731,456.2725,491,RLUS1353,12,GLU-1
500,3.731,457.2514,232,RLUS1353,12,GLU-1
500,3.731,460.2272,305,RLUS1353,12,GLU-1
500,3.731,460.2622,282,RLUS1353,12,GLU-1
500,3.731,461.2316,113,RLUS1353,12,GLU-1
500,3.731,464.301,469,RLUS1353,12,GLU-1
500,3.731,466.2938,947,RLUS1353,12,GLU-1
500,3.731,467.297,346,RLUS1353,12,GLU-1
500,3.731,468.3098,4451,RLUS1353,12,GLU-1
500,3.731,469.1022,249,RLUS1353,12,GLU-1
500,3.731,469.3124,999,RLUS1353,12,GLU-1
500,3.731,470.1024,114,RLUS1353,12,GLU-1
501,3.739,432.2386,22699,RLUS1353,12,GLU-1
501,3.739,432.2904,5582,RLUS1353,12,GLU-1
501,3.739,433.2418,6246,RLUS1353,12,GLU-1
501,3.739,433.293,1615,RLUS1353,12,GLU-1
501,3.739,434.2442,1372,RLUS1353,12,GLU-1
501,3.739,434.2922,428,RLUS1353,12,GLU-1
501,3.739,435.1704,337,RLUS1353,12,GLU-1
501,3.739,435.248,183,RLUS1353,12,GLU-1
501,3.739,436.1704,162,RLUS1353,12,GLU-1
501,3.739,437.1702,145,RLUS1353,12,GLU-1
501,3.739,437.2994,142,RLUS1353,12,GLU-1
501,3.739,438.2516,110,RLUS1353,12,GLU-1
501,3.739,443.0956,730,RLUS1353,12,GLU-1
501,3.739,443.2053,115,RLUS1353,12,GLU-1
501,3.739,443.2395,232,RLUS1353,12,GLU-1
501,3.739,445.0963,170,RLUS1353,12,GLU-1
501,3.739,445.1483,174,RLUS1353,12,GLU-1
501,3.739,447.2172,115,RLUS1353,12,GLU-1
501,3.739,447.9774,126,RLUS1353,12,GLU-1
501,3.739,448.282,927,RLUS1353,12,GLU-1
501,3.739,449.0986,115,RLUS1353,12,GLU-1
501,3.739,449.2876,474,RLUS1353,12,GLU-1
501,3.739,450.3,48544,RLUS1353,12,GLU-1
501,3.739,451.3038,16063,RLUS1353,12,GLU-1
501,3.739,452.3074,2921,RLUS1353,12,GLU-1
501,3.739,453.3088,323,RLUS1353,12,GLU-1
501,3.739,456.2728,610,RLUS1353,12,GLU-1
501,3.739,460.2338,425,RLUS1353,12,GLU-1
501,3.739,460.2771,245,RLUS1353,12,GLU-1
501,3.739,461.2432,246,RLUS1353,12,GLU-1
501,3.739,464.2776,199,RLUS1353,12,GLU-1
501,3.739,464.315,169,RLUS1353,12,GLU-1
501,3.739,466.2952,1410,RLUS1353,12,GLU-1
501,3.739,467.296,497,RLUS1353,12,GLU-1
501,3.739,468.3104,15342,RLUS1353,12,GLU-1
501,3.739,469.0818,114,RLUS1353,12,GLU-1
501,3.739,469.113,104,RLUS1353,12,GLU-1
501,3.739,469.3126,4291,RLUS1353,12,GLU-1
502,3.746,431.2763,176,RLUS1353,12,GLU-1
502,3.746,432.2389,19285,RLUS1353,12,GLU-1
502,3.746,432.2893,18461,RLUS1353,12,GLU-1
502,3.746,433.2434,5213,RLUS1353,12,GLU-1
502,3.746,433.2913,7341,RLUS1353,12,GLU-1
502,3.746,434.0741,100,RLUS1353,12,GLU-1
502,3.746,434.2386,730,RLUS1353,12,GLU-1
502,3.746,434.2936,1347,RLUS1353,12,GLU-1
502,3.746,435.1662,384,RLUS1353,12,GLU-1
502,3.746,436.1718,168,RLUS1353,12,GLU-1
502,3.746,437.1662,170,RLUS1353,12,GLU-1
502,3.746,441.0677,108,RLUS1353,12,GLU-1
502,3.746,443.1014,460,RLUS1353,12,GLU-1
502,3.746,445.0985,230,RLUS1353,12,GLU-1
502,3.746,446.2174,126,RLUS1353,12,GLU-1
502,3.746,446.2626,105,RLUS1353,12,GLU-1
502,3.746,448.2844,2105,RLUS1353,12,GLU-1
502,3.746,449.2891,1149,RLUS1353,12,GLU-1
502,3.746,450.228,107,RLUS1353,12,GLU-1
502,3.746,450.301,136282,RLUS1353,12,GLU-1
502,3.746,450.3691,639,RLUS1353,12,GLU-1
502,3.746,450.4949,128,RLUS1353,12,GLU-1
502,3.746,450.7088,123,RLUS1353,12,GLU-1
502,3.746,451.0918,104,RLUS1353,12,GLU-1
502,3.746,451.3038,45247,RLUS1353,12,GLU-1
502,3.746,452.3092,8087,RLUS1353,12,GLU-1
502,3.746,453.3106,1230,RLUS1353,12,GLU-1
502,3.746,456.2734,625,RLUS1353,12,GLU-1
502,3.746,460.231,287,RLUS1353,12,GLU-1
502,3.746,460.2722,191,RLUS1353,12,GLU-1
502,3.746,464.293,405,RLUS1353,12,GLU-1
502,3.746,466.1887,125,RLUS1353,12,GLU-1
502,3.746,466.296,3353,RLUS1353,12,GLU-1
502,3.746,467.301,1418,RLUS1353,12,GLU-1
502,3.746,468.3108,42070,RLUS1353,12,GLU-1
502,3.746,469.0998,197,RLUS1353,12,GLU-1
502,3.746,469.3146,12996,RLUS1353,12,GLU-1
503,3.753,431.2785,180,RLUS1353,12,GLU-1
503,3.753,432.2374,10361,RLUS1353,12,GLU-1
503,3.753,432.29,32896,RLUS1353,12,GLU-1
503,3.753,433.1101,109,RLUS1353,12,GLU-1
503,3.753,433.2401,2792,RLUS1353,12,GLU-1
503,3.753,433.2918,12149,RLUS1353,12,GLU-1
503,3.753,434.2362,292,RLUS1353,12,GLU-1
503,3.753,434.2912,2078,RLUS1353,12,GLU-1
503,3.753,435.1661,380,RLUS1353,12,GLU-1
503,3.753,435.295,329,RLUS1353,12,GLU-1
503,3.753,437.1382,183,RLUS1353,12,GLU-1
503,3.753,438.1666,106,RLUS1353,12,GLU-1
503,3.753,439.1725,103,RLUS1353,12,GLU-1
503,3.753,443.1005,509,RLUS1353,12,GLU-1
503,3.753,444.1081,170,RLUS1353,12,GLU-1
503,3.753,445.095,187,RLUS1353,12,GLU-1
503,3.753,446.098,110,RLUS1353,12,GLU-1
503,3.753,448.2832,3158,RLUS1353,12,GLU-1
503,3.753,449.0623,105,RLUS1353,12,GLU-1
503,3.753,449.2876,1174,RLUS1353,12,GLU-1
503,3.753,450.0372,108,RLUS1353,12,GLU-1
503,3.753,450.1488,158,RLUS1353,12,GLU-1
503,3.753,450.3006,252230,RLUS1353,12,GLU-1
503,3.753,450.362,3236,RLUS1353,12,GLU-1
503,3.753,450.4772,123,RLUS1353,12,GLU-1
503,3.753,450.5937,233,RLUS1353,12,GLU-1
503,3.753,450.9774,105,RLUS1353,12,GLU-1
503,3.753,451.3036,79895,RLUS1353,12,GLU-1
503,3.753,452.2244,186,RLUS1353,12,GLU-1
503,3.753,452.3056,13002,RLUS1353,12,GLU-1
503,3.753,453.311,1866,RLUS1353,12,GLU-1
503,3.753,454.307,246,RLUS1353,12,GLU-1
503,3.753,456.2598,207,RLUS1353,12,GLU-1
503,3.753,456.676,110,RLUS1353,12,GLU-1
503,3.753,460.234,294,RLUS1353,12,GLU-1
503,3.753,464.278,331,RLUS1353,12,GLU-1
503,3.753,465.2872,203,RLUS1353,12,GLU-1
503,3.753,465.3368,103,RLUS1353,12,GLU-1
503,3.753,466.2962,3846,RLUS1353,12,GLU-1
503,3.753,467.2964,1703,RLUS1353,12,GLU-1
503,3.753,468.3108,75283,RLUS1353,12,GLU-1
503,3.753,469.3137,22571,RLUS1353,12,GLU-1
504,3.76,431.2756,307,RLUS1353,12,GLU-1
504,3.76,432.2351,5235,RLUS1353,12,GLU-1
504,3.76,432.289,39838,RLUS1353,12,GLU-1
504,3.76,433.2386,1433,RLUS1353,12,GLU-1
504,3.76,433.2906,14802,RLUS1353,12,GLU-1
504,3.76,434.194,116,RLUS1353,12,GLU-1
504,3.76,434.2904,2603,RLUS1353,12,GLU-1
504,3.76,435.164,275,RLUS1353,12,GLU-1
504,3.76,435.2932,588,RLUS1353,12,GLU-1
504,3.76,436.6866,128,RLUS1353,12,GLU-1
504,3.76,437.1661,339,RLUS1353,12,GLU-1
504,3.76,441.0959,118,RLUS1353,12,GLU-1
504,3.76,443.099,609,RLUS1353,12,GLU-1
504,3.76,444.0962,174,RLUS1353,12,GLU-1
504,3.76,444.8374,140,RLUS1353,12,GLU-1
504,3.76,445.1025,308,RLUS1353,12,GLU-1
504,3.76,445.9516,111,RLUS1353,12,GLU-1
504,3.76,446.2153,142,RLUS1353,12,GLU-1
504,3.76,446.2758,106,RLUS1353,12,GLU-1
504,3.76,446.7152,117,RLUS1353,12,GLU-1
504,3.76,448.2826,3016,RLUS1353,12,GLU-1
504,3.76,449.2892,1051,RLUS1353,12,GLU-1
504,3.76,450.2154,133,RLUS1353,12,GLU-1
504,3.76,450.3007,276271,RLUS1353,12,GLU-1
504,3.76,450.3619,3780,RLUS1353,12,GLU-1
504,3.76,450.4776,205,RLUS1353,12,GLU-1
504,3.76,450.5938,196,RLUS1353,12,GLU-1
504,3.76,451.0338,129,RLUS1353,12,GLU-1
504,3.76,451.1956,122,RLUS1353,12,GLU-1
504,3.76,451.2282,213,RLUS1353,12,GLU-1
504,3.76,451.3035,84325,RLUS1353,12,GLU-1
504,3.76,451.3772,376,RLUS1353,12,GLU-1
504,3.76,452.3062,14589,RLUS1353,12,GLU-1
504,3.76,453.3081,1862,RLUS1353,12,GLU-1
504,3.76,454.317,353,RLUS1353,12,GLU-1
504,3.76,455.153,155,RLUS1353,12,GLU-1
504,3.76,455.7044,175,RLUS1353,12,GLU-1
504,3.76,456.2742,119,RLUS1353,12,GLU-1
504,3.76,460.228,170,RLUS1353,12,GLU-1
504,3.76,464.2746,949,RLUS1353,12,GLU-1
504,3.76,464.3151,419,RLUS1353,12,GLU-1
504,3.76,465.2817,415,RLUS1353,12,GLU-1
504,3.76,466.2946,4862,RLUS1353,12,GLU-1
504,3.76,467.2992,1441,RLUS1353,12,GLU-1
504,3.76,468.3106,78113,RLUS1353,12,GLU-1
504,3.76,468.3782,138,RLUS1353,12,GLU-1
504,3.76,468.8342,104,RLUS1353,12,GLU-1
504,3.76,469.0974,145,RLUS1353,12,GLU-1
504,3.76,469.3138,25694,RLUS1353,12,GLU-1
505,3.767,431.2868,120,RLUS1353,12,GLU-1
505,3.767,432.235,3416,RLUS1353,12,GLU-1
505,3.767,432.2902,26191,RLUS1353,12,GLU-1
505,3.767,433.2382,1002,RLUS1353,12,GLU-1
505,3.767,433.2912,8400,RLUS1353,12,GLU-1
505,3.767,434.2446,259,RLUS1353,12,GLU-1
505,3.767,434.2932,1866,RLUS1353,12,GLU-1
505,3.767,435.1654,393,RLUS1353,12,GLU-1
505,3.767,435.2865,191,RLUS1353,12,GLU-1
505,3.767,436.1741,140,RLUS1353,12,GLU-1
505,3.767,437.1648,169,RLUS1353,12,GLU-1
505,3.767,438.1722,196,RLUS1353,12,GLU-1
505,3.767,443.0912,312,RLUS1353,12,GLU-1
505,3.767,445.0982,208,RLUS1353,12,GLU-1
505,3.767,448.2846,1304,RLUS1353,12,GLU-1
505,3.767,449.2873,683,RLUS1353,12,GLU-1
505,3.767,450.0434,110,RLUS1353,12,GLU-1
505,3.767,450.1899,133,RLUS1353,12,GLU-1
505,3.767,450.3007,179057,RLUS1353,12,GLU-1
505,3.767,450.3612,1224,RLUS1353,12,GLU-1
505,3.767,451.304,57656,RLUS1353,12,GLU-1
505,3.767,452.3068,10315,RLUS1353,12,GLU-1
505,3.767,453.31,1243,RLUS1353,12,GLU-1
505,3.767,455.142,132,RLUS1353,12,GLU-1
505,3.767,456.2778,245,RLUS1353,12,GLU-1
505,3.767,460.2295,225,RLUS1353,12,GLU-1
505,3.767,460.2562,146,RLUS1353,12,GLU-1
505,3.767,464.2808,1144,RLUS1353,12,GLU-1
505,3.767,464.3144,681,RLUS1353,12,GLU-1
505,3.767,465.3061,438,RLUS1353,12,GLU-1
505,3.767,466.2975,2720,RLUS1353,12,GLU-1
505,3.767,467.2988,995,RLUS1353,12,GLU-1
505,3.767,468.3113,57108,RLUS1353,12,GLU-1
505,3.767,469.0819,143,RLUS1353,12,GLU-1
505,3.767,469.314,19429,RLUS1353,12,GLU-1
506,3.774,431.2854,151,RLUS1353,12,GLU-1
506,3.774,432.2374,3711,RLUS1353,12,GLU-1
506,3.774,432.2892,12317,RLUS1353,12,GLU-1
506,3.774,433.2388,772,RLUS1353,12,GLU-1
506,3.774,433.29,5064,RLUS1353,12,GLU-1
506,3.774,434.2314,117,RLUS1353,12,GLU-1
506,3.774,434.2948,677,RLUS1353,12,GLU-1
506,3.774,435.1628,383,RLUS1353,12,GLU-1
506,3.774,435.3012,136,RLUS1353,12,GLU-1
506,3.774,436.9641,128,RLUS1353,12,GLU-1
506,3.774,437.165,317,RLUS1353,12,GLU-1
506,3.774,443.0972,424,RLUS1353,12,GLU-1
506,3.774,445.1026,140,RLUS1353,12,GLU-1
506,3.774,448.2842,947,RLUS1353,12,GLU-1
506,3.774,449.2874,356,RLUS1353,12,GLU-1
506,3.774,450.3004,90770,RLUS1353,12,GLU-1
506,3.774,451.304,28152,RLUS1353,12,GLU-1
506,3.774,452.3077,5226,RLUS1353,12,GLU-1
506,3.774,453.3052,594,RLUS1353,12,GLU-1
506,3.774,455.6968,138,RLUS1353,12,GLU-1
506,3.774,456.268,209,RLUS1353,12,GLU-1
506,3.774,460.2342,317,RLUS1353,12,GLU-1
506,3.774,464.2825,981,RLUS1353,12,GLU-1
506,3.774,464.3189,438,RLUS1353,12,GLU-1
506,3.774,465.2828,207,RLUS1353,12,GLU-1
506,3.774,465.3096,155,RLUS1353,12,GLU-1
506,3.774,466.2932,1900,RLUS1353,12,GLU-1
506,3.774,467.3,285,RLUS1353,12,GLU-1
506,3.774,468.3114,28995,RLUS1353,12,GLU-1
506,3.774,469.1031,102,RLUS1353,12,GLU-1
506,3.774,469.3133,9213,RLUS1353,12,GLU-1
507,3.781,432.2396,3327,RLUS1353,12,GLU-1
507,3.781,432.2902,7566,RLUS1353,12,GLU-1
507,3.781,433.2392,848,RLUS1353,12,GLU-1
507,3.781,433.2893,2390,RLUS1353,12,GLU-1
507,3.781,434.2402,118,RLUS1353,12,GLU-1
507,3.781,434.2975,614,RLUS1353,12,GLU-1
507,3.781,435.1714,481,RLUS1353,12,GLU-1
507,3.781,435.2418,109,RLUS1353,12,GLU-1
507,3.781,436.1707,188,RLUS1353,12,GLU-1
507,3.781,436.9612,108,RLUS1353,12,GLU-1
507,3.781,437.1632,210,RLUS1353,12,GLU-1
507,3.781,443.1054,286,RLUS1353,12,GLU-1
507,3.781,444.1858,120,RLUS1353,12,GLU-1
507,3.781,445.0994,128,RLUS1353,12,GLU-1
507,3.781,446.2226,107,RLUS1353,12,GLU-1
507,3.781,446.3098,117,RLUS1353,12,GLU-1
507,3.781,447.0978,137,RLUS1353,12,GLU-1
507,3.781,448.2876,430,RLUS1353,12,GLU-1
507,3.781,449.2871,254,RLUS1353,12,GLU-1
507,3.781,450.3005,51477,RLUS1353,12,GLU-1
507,3.781,450.3794,113,RLUS1353,12,GLU-1
507,3.781,451.1223,193,RLUS1353,12,GLU-1
507,3.781,451.3037,16243,RLUS1353,12,GLU-1
507,3.781,452.3044,2885,RLUS1353,12,GLU-1
507,3.781,453.3191,412,RLUS1353,12,GLU-1
507,3.781,460.2404,200,RLUS1353,12,GLU-1
507,3.781,464.2707,231,RLUS1353,12,GLU-1
507,3.781,464.3118,1013,RLUS1353,12,GLU-1
507,3.781,465.3092,463,RLUS1353,12,GLU-1
507,3.781,466.293,988,RLUS1353,12,GLU-1
507,3.781,467.2935,325,RLUS1353,12,GLU-1
507,3.781,468.3097,15405,RLUS1353,12,GLU-1
507,3.781,469.099,184,RLUS1353,12,GLU-1
507,3.781,469.3151,4961,RLUS1353,12,GLU-1
507,3.781,470.1062,241,RLUS1353,12,GLU-1
508,3.789,432.2398,2478,RLUS1353,12,GLU-1
508,3.789,432.2893,3793,RLUS1353,12,GLU-1
508,3.789,433.2406,953,RLUS1353,12,GLU-1
508,3.789,433.2941,1591,RLUS1353,12,GLU-1
508,3.789,434.243,166,RLUS1353,12,GLU-1
508,3.789,434.2915,400,RLUS1353,12,GLU-1
508,3.789,435.1726,321,RLUS1353,12,GLU-1
508,3.789,436.1664,150,RLUS1353,12,GLU-1
508,3.789,437.1614,281,RLUS1353,12,GLU-1
508,3.789,445.1152,132,RLUS1353,12,GLU-1
508,3.789,447.2132,140,RLUS1353,12,GLU-1
508,3.789,448.2816,437,RLUS1353,12,GLU-1
508,3.789,449.2824,109,RLUS1353,12,GLU-1
508,3.789,450.0503,138,RLUS1353,12,GLU-1
508,3.789,450.3001,29512,RLUS1353,12,GLU-1
508,3.789,451.3032,10859,RLUS1353,12,GLU-1
508,3.789,452.3058,1680,RLUS1353,12,GLU-1
508,3.789,453.3122,134,RLUS1353,12,GLU-1
508,3.789,456.2511,154,RLUS1353,12,GLU-1
508,3.789,460.2261,145,RLUS1353,12,GLU-1
508,3.789,464.2762,121,RLUS1353,12,GLU-1
508,3.789,464.3188,608,RLUS1353,12,GLU-1
508,3.789,465.3261,101,RLUS1353,12,GLU-1
508,3.789,466.298,1143,RLUS1353,12,GLU-1
508,3.789,467.1312,147,RLUS1353,12,GLU-1
508,3.789,467.2152,105,RLUS1353,12,GLU-1
508,3.789,467.2954,301,RLUS1353,12,GLU-1
508,3.789,468.3115,9681,RLUS1353,12,GLU-1
508,3.789,469.0928,297,RLUS1353,12,GLU-1
508,3.789,469.3152,2599,RLUS1353,12,GLU-1
508,3.789,470.0944,108,RLUS1353,12,GLU-1
509,3.796,432.1122,100,RLUS1353,12,GLU-1
509,3.796,432.2374,2518,RLUS1353,12,GLU-1
509,3.796,432.2908,2877,RLUS1353,12,GLU-1
509,3.796,433.2422,601,RLUS1353,12,GLU-1
509,3.796,433.2868,684,RLUS1353,12,GLU-1
509,3.796,434.2359,198,RLUS1353,12,GLU-1
509,3.796,434.295,147,RLUS1353,12,GLU-1
509,3.796,435.0948,108,RLUS1353,12,GLU-1
509,3.796,435.1668,261,RLUS1353,12,GLU-1
509,3.796,436.171,136,RLUS1353,12,GLU-1
509,3.796,436.2442,213,RLUS1353,12,GLU-1
509,3.796,436.9512,112,RLUS1353,12,GLU-1
509,3.796,437.1663,147,RLUS1353,12,GLU-1
509,3.796,443.1002,106,RLUS1353,12,GLU-1
509,3.796,446.2183,193,RLUS1353,12,GLU-1
509,3.796,448.2824,533,RLUS1353,12,GLU-1
509,3.796,449.3162,103,RLUS1353,12,GLU-1
509,3.796,450.3003,26974,RLUS1353,12,GLU-1
509,3.796,451.3051,8590,RLUS1353,12,GLU-1
509,3.796,452.3088,1618,RLUS1353,12,GLU-1
509,3.796,453.307,188,RLUS1353,12,GLU-1
509,3.796,460.2329,276,RLUS1353,12,GLU-1
509,3.796,462.1152,131,RLUS1353,12,GLU-1
509,3.796,464.2742,349,RLUS1353,12,GLU-1
509,3.796,464.312,271,RLUS1353,12,GLU-1
509,3.796,466.2953,841,RLUS1353,12,GLU-1
509,3.796,467.3064,452,RLUS1353,12,GLU-1
509,3.796,468.3114,8343,RLUS1353,12,GLU-1
509,3.796,469.0992,153,RLUS1353,12,GLU-1
509,3.796,469.3137,2874,RLUS1353,12,GLU-1
510,3.803,432.2386,2403,RLUS1353,12,GLU-1
510,3.803,432.2882,2629,RLUS1353,12,GLU-1
510,3.803,433.2414,734,RLUS1353,12,GLU-1
510,3.803,433.291,749,RLUS1353,12,GLU-1
510,3.803,434.2404,300,RLUS1353,12,GLU-1
510,3.803,434.2968,206,RLUS1353,12,GLU-1
510,3.803,435.1715,603,RLUS1353,12,GLU-1
510,3.803,435.2202,113,RLUS1353,12,GLU-1
510,3.803,436.2488,152,RLUS1353,12,GLU-1
510,3.803,437.1676,252,RLUS1353,12,GLU-1
510,3.803,441.0914,101,RLUS1353,12,GLU-1
510,3.803,443.1026,208,RLUS1353,12,GLU-1
510,3.803,445.185,115,RLUS1353,12,GLU-1
510,3.803,448.2802,475,RLUS1353,12,GLU-1
510,3.803,449.292,356,RLUS1353,12,GLU-1
510,3.803,450.2994,25175,RLUS1353,12,GLU-1
510,3.803,451.3036,7222,RLUS1353,12,GLU-1
510,3.803,452.3058,1784,RLUS1353,12,GLU-1
510,3.803,453.3036,194,RLUS1353,12,GLU-1
510,3.803,455.1214,125,RLUS1353,12,GLU-1
510,3.803,456.2768,114,RLUS1353,12,GLU-1
510,3.803,460.2384,259,RLUS1353,12,GLU-1
510,3.803,464.298,252,RLUS1353,12,GLU-1
510,3.803,465.3046,107,RLUS1353,12,GLU-1
510,3.803,466.2982,1618,RLUS1353,12,GLU-1
510,3.803,467.2958,374,RLUS1353,12,GLU-1
510,3.803,468.31,7759,RLUS1353,12,GLU-1
510,3.803,469.1102,122,RLUS1353,12,GLU-1
510,3.803,469.3132,2318,RLUS1353,12,GLU-1
511,3.81,432.242,1824,RLUS1353,12,GLU-1
511,3.81,432.2902,1925,RLUS1353,12,GLU-1
511,3.81,433.2424,377,RLUS1353,12,GLU-1
