exp_id,condition,isotope,isotopomer,slope,intercept,std_err,scan_count,mean,stdev,rep_count,labelled,pval,tstat
EXAMPLE_1,GLU-1,12,M1vM0,0.2733911784571705,17.838478473867553,0.005655168758982644,14,0.26943498531312055,0.0036334137740555313,4,,,
EXAMPLE_1,GLU-2,12,M1vM0,0.2661298079169526,27.54067201030898,0.011786739209513444,8,0.26943498531312055,0.0036334137740555313,4,,,
EXAMPLE_1,GLU-3,12,M1vM0,0.2716410297688112,129.4037201027213,0.007333159431996192,13,0.26943498531312055,0.0036334137740555313,4,,,
EXAMPLE_1,GLU-4,12,M1vM0,0.2665779251095478,61.437289811906794,0.016435717634607203,12,0.26943498531312055,0.0036334137740555313,4,,,
EXAMPLE_1,GLU-1,12,M2vM1,0.223122583258686,-45.48230357654495,0.02184247455730782,4,0.1359215775025577,0.09079092315464736,4,,,
EXAMPLE_1,GLU-2,12,M2vM1,0.009073080171132251,515.5776388123105,0.21573520607856853,3,0.1359215775025577,0.09079092315464736,4,,,
EXAMPLE_1,GLU-3,12,M2vM1,0.16689110068776009,68.3122658731678,0.039561125178970875,5,0.1359215775025577,0.09079092315464736,4,,,
EXAMPLE_1,GLU-4,12,M2vM1,0.14459954589265248,65.33324352316038,0.022719788293769364,8,0.1359215775025577,0.09079092315464736,4,,,
EXAMPLE_1,GLU-3,12,M3vM2,0.20356724797504464,86.31965161248479,0.031967712041924494,3,0.20356724797504464,,1,,,
EXAMPLE_1,GLU-3,12,M4vM3,-0.136986301369863,235.04109589041096,0.0,2,-0.136986301369863,,1,,,
EXAMPLE_1,GLU-3,15,M1vM0,0.04666666666666667,129.15333333333334,0.0,2,0.04666666666666667,,1,,,
EXAMPLE_10,GLU-1,12,M1vM0,0.3599303954117023,101.73008099263683,0.04129199515256019,11,0.3653631861694626,0.009084062397077857,4,,,
EXAMPLE_10,GLU-2,12,M1vM0,0.36843042017550554,13.788585779639163,0.07531286196447241,7,0.3653631861694626,0.009084062397077857,4,,,
EXAMPLE_10,GLU-3,12,M1vM0,0.37669090169800445,66.55575634446575,0.016525518372041786,12,0.3653631861694626,0.009084062397077857,4,,,
EXAMPLE_10,GLU-4,12,M1vM0,0.3564010273926381,21.714036905467708,0.09317698855975437,8,0.3653631861694626,0.009084062397077857,4,,,
EXAMPLE_10,GLU-1,15,M1vM0,1.0092592592592593,112.10185185185185,0.0,2,0.9416998362939392,0.9022753458024442,4,False,0.2913179004525879,-1.2774535960591378
EXAMPLE_10,GLU-2,15,M1vM0,0.4406779661016949,101.96610169491525,0.0,2,0.9416998362939392,0.9022753458024442,4,False,0.2913179004525879,-1.2774535960591378
EXAMPLE_10,GLU-3,15,M1vM0,0.13550135501355012,374.9593495934959,0.0,2,0.9416998362939392,0.9022753458024442,4,False,0.2913179004525879,-1.2774535960591378
EXAMPLE_10,GLU-4,15,M1vM0,2.1813607648012523,-149.23525465421824,0.0061004752545046476,3,0.9416998362939392,0.9022753458024442,4,False,0.2913179004525879,-1.2774535960591378
EXAMPLE_11,GLU-1,12,M1vM0,0.37262067956040357,-67.81530963767545,0.04343557456904908,15,0.3438765929648177,0.05177497227053149,4,,,
EXAMPLE_11,GLU-2,12,M1vM0,0.33213443147003896,4.341983690759946,0.06804552575394744,9,0.3438765929648177,0.05177497227053149,4,,,
EXAMPLE_11,GLU-3,12,M1vM0,0.39425393567828954,-132.59868290643158,0.028337536792504763,15,0.3438765929648177,0.05177497227053149,4,,,
EXAMPLE_11,GLU-4,12,M1vM0,0.2764973251505388,95.2877733209732,0.02340103891728731,12,0.3438765929648177,0.05177497227053149,4,,,
EXAMPLE_11,GLU-1,15,M1vM0,0.7026338304244573,257.02855326813756,0.5188591979574912,13,0.7624615759656159,0.16306043371808102,4,True,0.010540484725269172,-4.893359009071868
EXAMPLE_11,GLU-2,15,M1vM0,0.9902822907225984,189.001669178562,0.30929152371556967,8,0.7624615759656159,0.16306043371808102,4,True,0.010540484725269172,-4.893359009071868
EXAMPLE_11,GLU-3,15,M1vM0,0.6071430783775178,267.35703717504725,0.19023008987630124,13,0.7624615759656159,0.16306043371808102,4,True,0.010540484725269172,-4.893359009071868
EXAMPLE_11,GLU-4,15,M1vM0,0.7497871043378904,147.67447633178983,0.16602419073827143,9,0.7624615759656159,0.16306043371808102,4,True,0.010540484725269172,-4.893359009071868
EXAMPLE_3,GLU-1,12,M1vM0,0.31336761138204144,207.78239468764878,0.0033598635688029533,16,0.31511747469500323,0.0052512974947732174,4,,,
EXAMPLE_3,GLU-2,12,M1vM0,0.31663456773748094,122.04877609326104,0.0042596929608156,15,0.31511747469500323,0.0052512974947732174,4,,,
EXAMPLE_3,GLU-3,12,M1vM0,0.3090154318849025,-173.57437442336231,0.0025754733322883618,17,0.31511747469500323,0.0052512974947732174,4,,,
EXAMPLE_3,GLU-4,12,M1vM0,0.32145228777558804,-200.3116725498221,0.00343024749667783,16,0.31511747469500323,0.0052512974947732174,4,,,
EXAMPLE_3,GLU-1,12,M2vM1,0.1686988753315469,194.0822084181932,0.002676065287521149,16,0.16656714627269242,0.004820263134890523,4,,,
EXAMPLE_3,GLU-2,12,M2vM1,0.17235828174046036,64.15458647175046,0.004641735733606175,13,0.16656714627269242,0.004820263134890523,4,,,
EXAMPLE_3,GLU-3,12,M2vM1,0.1629502427663409,359.1706502207171,0.0028615640741966883,16,0.16656714627269242,0.004820263134890523,4,,,
EXAMPLE_3,GLU-4,12,M2vM1,0.16226118525242159,112.00658759130692,0.003703761580288983,11,0.16656714627269242,0.004820263134890523,4,,,
EXAMPLE_3,GLU-1,12,M3vM2,0.13553647151137893,-23.308254646969203,0.007776155889338589,8,0.11954613415721965,0.016012011015431454,4,,,
EXAMPLE_3,GLU-2,12,M3vM2,0.11844878424333657,36.786870021472964,0.010799527967829372,7,0.11954613415721965,0.016012011015431454,4,,,
EXAMPLE_3,GLU-3,12,M3vM2,0.126265760006206,31.86538833345594,0.013503695067607025,8,0.11954613415721965,0.016012011015431454,4,,,
EXAMPLE_3,GLU-4,12,M3vM2,0.09793352086795712,163.66235851687452,0.013465002107818326,8,0.11954613415721965,0.016012011015431454,4,,,
EXAMPLE_3,GLU-3,12,M4vM3,-0.8662420382165605,1768.5095541401274,0.0,2,-0.8662420382165605,,1,,,
EXAMPLE_3,GLU-1,15,M1vM0,1.3043943861753393,11.2053468828326,0.015737257032124207,14,1.3314435131727773,0.027412367925539687,4,True,2.7269272339809773e-06,-72.8266621443084
EXAMPLE_3,GLU-2,15,M1vM0,1.3113174918988102,142.8315729049582,0.039313320848209994,13,1.3314435131727773,0.027412367925539687,4,True,2.7269272339809773e-06,-72.8266621443084
EXAMPLE_3,GLU-3,15,M1vM0,1.3534731343250392,265.2100747435543,0.013958782163609178,17,1.3314435131727773,0.027412367925539687,4,True,2.7269272339809773e-06,-72.8266621443084
EXAMPLE_3,GLU-4,15,M1vM0,1.3565890402919207,-164.80324629497954,0.01158443316776003,15,1.3314435131727773,0.027412367925539687,4,True,2.7269272339809773e-06,-72.8266621443084
EXAMPLE_4,GLU-1,12,M1vM0,0.3209429687441316,-135.71402501741613,0.0062279223892355625,15,0.3203824341016525,0.00785538913729122,4,,,
EXAMPLE_4,GLU-2,12,M1vM0,0.3109885666647854,-76.08158369697867,0.004483497278379904,15,0.3203824341016525,0.00785538913729122,4,,,
